data;restaurante;tipo;subcategoria;valor;cnpj_fornecedor;descricao
20/12/2023;Pizzaria Massa Fina;despesa;Manutenção de Fornos;1270.7;33592510000154;Serviço de manutenção de fornos
26/02/2024;Pizzaria Massa Fina;despesa;Manutenção de Fornos;1315.48;21246584000150;Serviço de manutenção de fornos
28/07/2024;Sorveteria Tropical;despesa;Despesa com Marketing;212.96;33000167000101;Pagamento de campanha de Facebook Ads
20/09/2023;Restaurante Veggie Life;despesa;Despesa com Marketing;871.75;21246584000150;Pagamento de campanha de Instagram
13/03/2024;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;1164.08;33050067000179;Conta de luz referente a agosto
28/09/2023;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;1040.48;33000167000101;Conta de luz referente a agosto
23/12/2023;Sorveteria Tropical;despesa;Despesa com Energia Elétrica;989.52;21246584000150;Conta de luz referente a janeiro
14/08/2023;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;410.4;33000167000101;Conta de luz referente a abril
24/08/2023;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;1434.67;33050067000179;Conta de luz referente a novembro
28/12/2024;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;955.51;33592510000154;Conta de luz referente a abril
09/08/2024;Pizzaria Massa Fina;despesa;Despesa com Marketing;1188.56;2558157000162;Pagamento de campanha de Instagram
20/03/2025;Pizzaria Massa Fina;despesa;Despesa com Insumos;332.52;60746948000112;Compra de despesa com insumos
30/06/2024;Pizzaria Massa Fina;despesa;Despesa com Insumos;179.61;33050067000179;Compra de despesa com insumos
25/09/2023;Churrascaria Boi Feliz;despesa;Manutenção de Equipamentos;1203.74;2558157000162;Serviço de manutenção de equipamentos
09/02/2025;Sorveteria Tropical;despesa;Manutenção de Equipamentos;714.99;33000167000101;Serviço de manutenção de equipamentos
02/08/2025;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;1000.00;60746948000112;Conta de luz referente a maio
26/07/2024;Sorveteria Tropical;despesa;Despesa com Energia Elétrica;695.49;33592510000154;Conta de luz referente a janeiro
11/03/2025;Churrascaria Boi Feliz;despesa;Manutenção de Equipamentos;875.17;33592510000154;Serviço de manutenção de equipamentos
16/04/2025;Churrascaria Boi Feliz;despesa;Despesa com Marketing;237.11;33592510000154;Pagamento de campanha de Instagram
03/04/2025;Churrascaria Boi Feliz;despesa;Manutenção de Equipamentos;113.58;33000167000101;Serviço de manutenção de equipamentos
02/10/2024;Pizzaria Massa Fina;despesa;Despesa com Marketing;945.08;33050067000179;Pagamento de campanha de Google Ads
29/11/2024;Pizzaria Massa Fina;despesa;Despesa com Insumos;1255.0;21246584000150;Compra de despesa com insumos
12/09/2024;Pizzaria Massa Fina;despesa;Despesa com Insumos;727.27;33592510000154;Compra de despesa com insumos
12/02/2024;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;950.24;60746948000112;Conta de luz referente a junho
15/05/2024;Sorveteria Tropical;despesa;Despesa com Marketing;653.1;21246584000150;Pagamento de campanha de Facebook Ads
26/08/2024;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;78.38;60746948000112;Conta de luz referente a novembro
03/01/2025;Churrascaria Boi Feliz;despesa;Despesa com Carnes;1229.01;33050067000179;Compra de despesa com carnes
20/09/2023;Pizzaria Massa Fina;despesa;Manutenção de Fornos;674.18;21246584000150;Serviço de manutenção de fornos
13/02/2025;Restaurante Veggie Life;despesa;Despesa com Marketing;1375.17;33050067000179;Pagamento de campanha de Instagram
24/05/2024;Sorveteria Tropical;despesa;Manutenção de Equipamentos;13.59;21246584000150;Serviço de manutenção de equipamentos
04/10/2024;Pizzaria Massa Fina;despesa;Despesa com Insumos;973.52;33592510000154;Compra de despesa com insumos
26/07/2025;Sorveteria Tropical;despesa;Despesa com Marketing;1054.94;61190096000180;Pagamento de campanha de Google Ads
17/05/2024;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;131.41;33592510000154;Conta de luz referente a novembro
26/03/2025;Pizzaria Massa Fina;despesa;Manutenção de Fornos;894.69;33000167000101;Serviço de manutenção de fornos
21/10/2023;Restaurante Veggie Life;despesa;Despesa com Marketing;844.93;2558157000162;Pagamento de campanha de Facebook Ads
20/06/2025;Churrascaria Boi Feliz;despesa;Despesa com Marketing;933.74;33050067000179;Pagamento de campanha de Google Ads
29/03/2024;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;705.64;33000167000101;Conta de luz referente a abril
23/02/2024;Restaurante Veggie Life;despesa;Manutenção de Cozinha;268.75;33592510000154;Serviço de manutenção de cozinha
13/03/2024;Pizzaria Massa Fina;despesa;Despesa com Insumos;835.52;60746948000112;Compra de despesa com insumos
05/07/2025;Pizzaria Massa Fina;despesa;Despesa com Marketing;569.29;33000167000101;Pagamento de campanha de Facebook Ads
28/02/2024;Sorveteria Tropical;despesa;Despesa com Marketing;364.41;33000167000101;Pagamento de campanha de Google Ads
21/10/2024;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;150.25;60746948000112;Conta de luz referente a janeiro
09/10/2023;Restaurante Veggie Life;despesa;Despesa com Marketing;523.5;33050067000179;Pagamento de campanha de Facebook Ads
09/01/2025;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;798.97;61190096000180;Conta de luz referente a setembro
03/09/2024;Sorveteria Tropical;despesa;Manutenção de Equipamentos;112.41;2558157000162;Serviço de manutenção de equipamentos
25/03/2024;Pizzaria Massa Fina;despesa;Manutenção de Fornos;1246.9;60746948000112;Serviço de manutenção de fornos
03/10/2024;Sorveteria Tropical;despesa;Despesa com Energia Elétrica;385.26;21246584000150;Conta de luz referente a novembro
13/12/2024;Restaurante Veggie Life;despesa;Despesa com Marketing;1441.73;33050067000179;Pagamento de campanha de Google Ads
06/02/2025;Pizzaria Massa Fina;despesa;Manutenção de Fornos;521.08;33000167000101;Serviço de manutenção de fornos
06/04/2025;Restaurante Veggie Life;despesa;Despesa com Hortaliças;1000.00;02558157000162;Compra de despesa com hortaliças
14/01/2025;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;102.56;2558157000162;Conta de luz referente a julho
05/03/2025;Pizzaria Massa Fina;Despza;Manutenção de Fornos;1350.8;21246584000150;Serviço de manutenção de fornos
20/06/2024;Sorveteria Tropical;despesa;Despesa com Insumos;1242.47;2558157000162;Compra de despesa com insumos
01/01/2025;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;1127.06;2558157000162;Conta de luz referente a março
05/12/2024;Restaurante Veggie Life;despesa;Manutenção de Cozinha;1264.37;2558157000162;Serviço de manutenção de cozinha
15/03/2025;Sorveteria Tropical;despesa;Despesa com Marketing;1187.8;60746948000112;Pagamento de campanha de Google Ads
08/27/2024;Pizzaria Massa Fina;despesa;Despesa com Marketing;473.74;2558157000162;Pagamento de campanha de Instagram
13/05/2024;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;1227.64;61190096000180;Conta de luz referente a janeiro
25/09/2023;Pizzaria Massa Fina;despesa;Despesa com Insumos;673.01;33000167000101;Compra de despesa com insumos
25/06/2024;Restaurante Veggie Life;despesa;Despesa com Marketing;595.8;33592510000154;Pagamento de campanha de Facebook Ads
10/04/2024;Pizzaria Massa Fina;despesa;Despesa com Marketing;1339.64;2558157000162;Pagamento de campanha de Instagram
07/08/2024;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;350.81;21246584000150;Conta de luz referente a fevereiro
23/09/2024;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;765.21;2558157000162;Conta de luz referente a setembro
26/02/2025;Restaurante Veggie Life;despesa;Despesa com Hortaliças;28.14;61190096000180;Compra de despesa com hortaliças
31/07/2025;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;145.13;2558157000162;Conta de luz referente a janeiro
16/10/2024;Sorveteria Tropical;despesa;Despesa com Insumos;555.84;60746948000112;Compra de despesa com insumos
06/05/2025;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;528.85;33050067000179;Conta de luz referente a maio
20/02/2024;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;146.67;61190096000180;Conta de luz referente a outubro
10/08/2023;Sorveteria Tropical;despesa;Despesa com Insumos;1369.68;21246584000150;Compra de despesa com insumos
10/07/2024;Sorveteria Tropical;despesa;Despesa com Marketing;176.69;61190096000180;Pagamento de campanha de Google Ads
29/11/2023;Churrascaria Boi Feliz;despesa;Despesa com Marketing;887.48;2558157000162;Pagamento de campanha de Instagram
25/06/2025;Pizzaria Massa Fina;Despza;Despesa com Energia Elétrica;108.1;2558157000162;Conta de luz referente a novembro
21/02/2024;Restaurante Veggie Life;despesa;Despesa com Hortaliças;1045.43;33000167000101;Compra de despesa com hortaliças
03/03/2024;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;1157.38;33592510000154;Conta de luz referente a dezembro
04/06/2024;Pizzaria Massa Fina;despesa;Despesa com Insumos;958.05;61190096000180;Compra de despesa com insumos
31/01/2025;Churrascaria Boi Feliz;despesa;Manutenção de Equipamentos;700.41;33592510000154;Serviço de manutenção de equipamentos
25/01/2025;Sorveteria Tropical;despesa;Despesa com Energia Elétrica;15.89;60746948000112;Conta de luz referente a outubro
03/08/2024;Restaurante Veggie Life;Despza;Despesa com Hortaliças;520.76;33050067000179;Compra de despesa com hortaliças
23/06/2025;Restaurante Veggie Life;despesa;Despesa com Hortaliças;1487.75;33000167000101;Compra de despesa com hortaliças
11/06/2024;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;217.07;33592510000154;Conta de luz referente a janeiro
25/01/2024;Restaurante Veggie Life;despesa;Despesa com Marketing;992.4;33000167000101;Pagamento de campanha de Facebook Ads
31/08/2023;Sorveteria Tropical;despesa;Manutenção de Equipamentos;991.24;33000167000101;Serviço de manutenção de equipamentos
18/01/2025;Restaurante Veggie Life;despesa;Despesa com Marketing;1010.08;61190096000180;Pagamento de campanha de Google Ads
26/05/2024;Pizzaria Massa Fina;despesa;Despesa com Marketing;168.32;60746948000112;Pagamento de campanha de Google Ads
23/02/2024;Pizzaria Massa Fina;despesa;Despesa com Marketing;571.08;61190096000180;Pagamento de campanha de Instagram
02/08/2025;Churrascaria Boi Feliz;despesa;Manutenção de Equipamentos;694.83;33000167000101;Serviço de manutenção de equipamentos
23/01/2025;Sorveteria Tropical;despesa;Despesa com Marketing;628.01;61190096000180;Pagamento de campanha de Instagram
28/01/2025;Churrascaria Boi Feliz;despesa;Despesa com Marketing;1070.35;61190096000180;Pagamento de campanha de Facebook Ads
03/09/2024;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;1079.84;33050067000179;Conta de luz referente a julho
04/06/2025;Sorveteria Tropical;despesa;Despesa com Energia Elétrica;779.86;21246584000150;Conta de luz referente a fevereiro
27/03/2024;Restaurante Veggie Life;despesa;Despesa com Marketing;333.4;60746948000112;Pagamento de campanha de Instagram
13/10/2024;Sorveteria Tropical;despesa;Despesa com Marketing;388.34;33050067000179;Pagamento de campanha de Google Ads
30/12/2024;Pizzaria Massa Fina;despesa;Despesa com Insumos;406.06;21246584000150;Compra de despesa com insumos
10/02/2024;Churrascaria Boi Feliz;despesa;Manutenção de Equipamentos;785.99;33592510000154;Serviço de manutenção de equipamentos
31/10/2023;Churrascaria Boi Feliz;despesa;Manutenção de Equipamentos;1485.94;61190096000180;Serviço de manutenção de equipamentos
01/05/2024;Sorveteria Tropical;despesa;Despesa com Marketing;1117.95;33000167000101;Pagamento de campanha de Facebook Ads
21/01/2024;Churrascaria Boi Feliz;Despza;Despesa com Marketing;758.21;2558157000162;Pagamento de campanha de Facebook Ads
10/01/2025;Churrascaria Boi Feliz;despesa;Manutenção de Equipamentos;1279.37;2558157000162;Serviço de manutenção de equipamentos
15/09/2023;Churrascaria Boi Feliz;despesa;Despesa com Carnes;655.74;60746948000112;Compra de despesa com carnes
26/05/2024;Sorveteria Tropical;despesa;Despesa com Energia Elétrica;1327.86;33000167000101;Conta de luz referente a abril
30/08/2023;Churrascaria Boi Feliz;despesa;Despesa com Carnes;1359.84;60746948000112;Compra de despesa com carnes
20/10/2023;Pizzaria Massa Fina;despesa;Despesa com Marketing;1068.56;33592510000154;Pagamento de campanha de Facebook Ads
14/05/2024;Pizzaria Massa Fina;despesa;Despesa com Marketing;380.26;61190096000180;Pagamento de campanha de Google Ads
04/01/2025;Sorveteria Tropical;despesa;Despesa com Energia Elétrica;128.92;33050067000179;Conta de luz referente a outubro
03/06/2025;Restaurante Veggie Life;despesa;Despesa com Marketing;708.92;61190096000180;Pagamento de campanha de Google Ads
30/11/2024;Pizzaria Massa Fina;despesa;Despesa com Insumos;1107.98;60746948000112;Compra de despesa com insumos
20/03/2025;Pizzaria Massa Fina;despesa;Manutenção de Fornos;1031.06;2558157000162;Serviço de manutenção de fornos
10/12/2024;Sorveteria Tropical;despesa;Despesa com Energia Elétrica;599.89;33592510000154;Conta de luz referente a fevereiro
03/07/2025;Pizzaria Massa Fina;despesa;Despesa com Insumos;433.65;33000167000101;Compra de despesa com insumos
30/05/2024;Churrascaria Boi Feliz;despesa;Manutenção de Equipamentos;982.83;61190096000180;Serviço de manutenção de equipamentos
24/10/2023;Sorveteria Tropical;despesa;Despesa com Insumos;524.99;61190096000180;Compra de despesa com insumos
04/08/2024;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;1000.00;61190096000180;Conta de luz referente a agosto
19/09/2023;Sorveteria Tropical;despesa;Despesa com Energia Elétrica;654.22;60746948000112;Conta de luz referente a junho
02/16/2025;Churrascaria Boi Feliz;despesa;Despesa com Marketing;730.06;33050067000179;Pagamento de campanha de Facebook Ads
14/11/2024;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;996.12;2558157000162;Conta de luz referente a setembro
10/10/2024;Churrascaria Boi Feliz;despesa;Despesa com Carnes;1081.2;61190096000180;Compra de despesa com carnes
23/09/2023;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;1442.36;33592510000154;Conta de luz referente a setembro
01/09/2023;Pizzaria Massa Fina;despesa;Despesa com Insumos;33.59;61190096000180;Compra de despesa com insumos
27/08/2023;Sorveteria Tropical;despesa;Manutenção de Equipamentos;295.34;33592510000154;Serviço de manutenção de equipamentos
04/09/2024;Churrascaria Boi Feliz;despesa;Manutenção de Equipamentos;839.48;33050067000179;Serviço de manutenção de equipamentos
25/04/2025;Pizzaria Massa Fina;despesa;Despesa com Marketing;714.87;2558157000162;Pagamento de campanha de Facebook Ads
01/08/2024;Sorveteria Tropical;despesa;Despesa com Insumos;690.47;33592510000154;Compra de despesa com insumos
07/08/2024;Pizzaria Massa Fina;despesa;Manutenção de Fornos;881.16;21246584000150;Serviço de manutenção de fornos
10/11/2023;Pizzaria Massa Fina;despesa;Despesa com Insumos;23.08;33000167000101;Compra de despesa com insumos
06/02/2025;Restaurante Veggie Life;despesa;Despesa com Hortaliças;705.48;33000167000101;Compra de despesa com hortaliças
20/06/2024;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;1012.47;33000167000101;Conta de luz referente a julho
05/10/2024;Sorveteria Tropical;despesa;Despesa com Energia Elétrica;1360.23;2558157000162;Conta de luz referente a outubro
01/05/2025;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;900.56;33050067000179;Conta de luz referente a dezembro
23/07/2025;Sorveteria Tropical;despesa;Manutenção de Equipamentos;693.61;2558157000162;Serviço de manutenção de equipamentos
19/09/2023;Restaurante Veggie Life;despesa;Manutenção de Cozinha;411.15;60746948000112;Serviço de manutenção de cozinha
12/06/2024;Pizzaria Massa Fina;despesa;Despesa com Insumos;722.8;21246584000150;Compra de despesa com insumos
24/04/2024;Pizzaria Massa Fina;despesa;Despesa com Marketing;1042.8;33592510000154;Pagamento de campanha de Instagram
23/06/2025;Churrascaria Boi Feliz;despesa;Despesa com Carnes;856.84;60746948000112;Compra de despesa com carnes
10/07/2024;Churrascaria Boi Feliz;despesa;Despesa com Marketing;295.77;2558157000162;Pagamento de campanha de Facebook Ads
27/12/2023;Sorveteria Tropical;despesa;Despesa com Insumos;596.63;33050067000179;Compra de despesa com insumos
12/03/2024;Sorveteria Tropical;despesa;Manutenção de Equipamentos;658.18;21246584000150;Serviço de manutenção de equipamentos
03/05/2025;Restaurante Veggie Life;despesa;Despesa com Marketing;200.73;2558157000162;Pagamento de campanha de Facebook Ads
11/12/2023;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;738.87;61190096000180;Conta de luz referente a junho
05/12/2023;Restaurante Veggie Life;despesa;Despesa com Marketing;653.09;60746948000112;Pagamento de campanha de Facebook Ads
13/03/2024;Pizzaria Massa Fina;despesa;Manutenção de Fornos;847.97;21246584000150;Serviço de manutenção de fornos
27/10/2024;Sorveteria Tropical;despesa;Despesa com Insumos;221.62;60746948000112;Compra de despesa com insumos
22/10/2023;Sorveteria Tropical;despesa;Manutenção de Equipamentos;365.41;33592510000154;Serviço de manutenção de equipamentos
09/02/2024;Churrascaria Boi Feliz;despesa;Despesa com Marketing;620.3;33000167000101;Pagamento de campanha de Facebook Ads
30/08/2023;Restaurante Veggie Life;despesa;Manutenção de Cozinha;219.76;61190096000180;Serviço de manutenção de cozinha
03/11/2024;Sorveteria Tropical;despesa;Despesa com Insumos;533.91;33000167000101;Compra de despesa com insumos
14/12/2024;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;1153.12;33050067000179;Conta de luz referente a março
08/04/2025;Sorveteria Tropical;despesa;Manutenção de Equipamentos;1435.58;21246584000150;Serviço de manutenção de equipamentos
20/06/2025;Churrascaria Boi Feliz;despesa;Despesa com Carnes;1378.39;33000167000101;Compra de despesa com carnes
07/08/2024;Sorveteria Tropical;Despza;Despesa com Insumos;332.3;33000167000101;Compra de despesa com insumos
26/02/2025;Churrascaria Boi Feliz;despesa;Despesa com Carnes;383.67;21246584000150;Compra de despesa com carnes
08/05/2025;Restaurante Veggie Life;despesa;Despesa com Marketing;1203.2;33000167000101;Pagamento de campanha de Facebook Ads
26/05/2025;Restaurante Veggie Life;despesa;Manutenção de Cozinha;694.46;33050067000179;Serviço de manutenção de cozinha
22/02/2024;Restaurante Veggie Life;despesa;Despesa com Marketing;608.55;60746948000112;Pagamento de campanha de Google Ads
21/04/2024;Churrascaria Boi Feliz;despesa;Manutenção de Equipamentos;857.91;33050067000179;Serviço de manutenção de equipamentos
23/02/2025;Churrascaria Boi Feliz;despesa;Despesa com Marketing;338.42;61190096000180;Pagamento de campanha de Google Ads
27/09/2023;Churrascaria Boi Feliz;despesa;Manutenção de Equipamentos;142.58;33000167000101;Serviço de manutenção de equipamentos
25/03/2024;Sorveteria Tropical;despesa;Despesa com Marketing;461.51;33050067000179;Pagamento de campanha de Facebook Ads
11/08/2023;Restaurante Veggie Life;despesa;Manutenção de Cozinha;1367.22;60746948000112;Serviço de manutenção de cozinha
10/12/2023;Sorveteria Tropical;despesa;Manutenção de Equipamentos;562.11;21246584000150;Serviço de manutenção de equipamentos
24/11/2023;Sorveteria Tropical;despesa;Manutenção de Equipamentos;517.86;33592510000154;Serviço de manutenção de equipamentos
25/09/2024;Churrascaria Boi Feliz;despesa;Despesa com Carnes;1185.43;2558157000162;Compra de despesa com carnes
11/05/2025;Restaurante Veggie Life;despesa;Despesa com Hortaliças;444.95;33000167000101;Compra de despesa com hortaliças
26/03/2024;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;1393.35;33000167000101;Conta de luz referente a fevereiro
11/06/2024;Restaurante Veggie Life;despesa;Manutenção de Cozinha;856.42;60746948000112;Serviço de manutenção de cozinha
02/02/2025;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;89.45;60746948000112;Conta de luz referente a dezembro
20/11/2023;Restaurante Veggie Life;despesa;Despesa com Marketing;667.83;33592510000154;Pagamento de campanha de Instagram
04/07/2025;Restaurante Veggie Life;despesa;Despesa com Marketing;1279.1;2558157000162;Pagamento de campanha de Google Ads
25/03/2025;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;642.89;33000167000101;Conta de luz referente a maio
18/11/2023;Churrascaria Boi Feliz;despesa;Despesa com Marketing;996.42;21246584000150;Pagamento de campanha de Instagram
19/02/2025;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;108.38;60746948000112;Conta de luz referente a maio
18/10/2023;Pizzaria Massa Fina;despesa;Despesa com Marketing;1135.73;33050067000179;Pagamento de campanha de Instagram
17/09/2024;Pizzaria Massa Fina;despesa;Despesa com Insumos;89.41;21246584000150;Compra de despesa com insumos
24/08/2023;Restaurante Veggie Life;despesa;Despesa com Hortaliças;1139.72;61190096000180;Compra de despesa com hortaliças
06/10/2024;Pizzaria Massa Fina;despesa;Despesa com Insumos;546.9;21246584000150;Compra de despesa com insumos
28/04/2025;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;1350.68;33000167000101;Conta de luz referente a novembro
12/04/2024;Restaurante Veggie Life;despesa;Despesa com Marketing;266.45;60746948000112;Pagamento de campanha de Instagram
09/09/2024;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;1004.16;33592510000154;Conta de luz referente a junho
03/31/2025;Restaurante Veggie Life;despesa;Despesa com Hortaliças;667.8;2558157000162;Compra de despesa com hortaliças
17/04/2024;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;110.46;61190096000180;Conta de luz referente a setembro
13/06/2024;Churrascaria Boi Feliz;despesa;Despesa com Carnes;1491.91;21246584000150;Compra de despesa com carnes
25/06/2025;Restaurante Veggie Life;despesa;Despesa com Hortaliças;707.69;2558157000162;Compra de despesa com hortaliças
09/09/2024;Pizzaria Massa Fina;despesa;Despesa com Insumos;321.68;21246584000150;Compra de despesa com insumos
22/01/2024;Restaurante Veggie Life;despesa;Manutenção de Cozinha;886.3;21246584000150;Serviço de manutenção de cozinha
04/02/2024;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;1296.95;21246584000150;Conta de luz referente a novembro
09/11/2024;Churrascaria Boi Feliz;despesa;Manutenção de Equipamentos;958.26;33000167000101;Serviço de manutenção de equipamentos
27/06/2024;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;1083.2;61190096000180;Conta de luz referente a fevereiro
26/04/2025;Restaurante Veggie Life;despesa;Manutenção de Cozinha;1448.97;2558157000162;Serviço de manutenção de cozinha
29/05/2025;Restaurante Veggie Life;despesa;Despesa com Marketing;246.75;21246584000150;Pagamento de campanha de Facebook Ads
28/12/2023;Churrascaria Boi Feliz;despesa;Despesa com Carnes;1041.01;61190096000180;Compra de despesa com carnes
07/04/2025;Restaurante Veggie Life;despesa;Despesa com Marketing;392.74;33592510000154;Pagamento de campanha de Facebook Ads
15/12/2023;Sorveteria Tropical;despesa;Despesa com Insumos;1028.18;21246584000150;Compra de despesa com insumos
07/07/2025;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;645.62;21246584000150;Conta de luz referente a junho
05/08/2023;Churrascaria Boi Feliz;despesa;Manutenção de Equipamentos;1078.83;60746948000112;Serviço de manutenção de equipamentos
08/10/2023;Restaurante Veggie Life;despesa;Despesa com Hortaliças;988.34;33592510000154;Compra de despesa com hortaliças
20/07/2025;Sorveteria Tropical;despesa;Despesa com Insumos;343.52;60746948000112;Compra de despesa com insumos
04/01/2025;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;347.58;33592510000154;Conta de luz referente a maio
08/05/2024;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;553.56;60746948000112;Conta de luz referente a dezembro
02/07/2024;Churrascaria Boi Feliz;despesa;Despesa com Carnes;512.13;33050067000179;Compra de despesa com carnes
01/10/2024;Sorveteria Tropical;despesa;Manutenção de Equipamentos;738.2;33000167000101;Serviço de manutenção de equipamentos
16/12/2023;Pizzaria Massa Fina;despesa;Manutenção de Fornos;976.59;33592510000154;Serviço de manutenção de fornos
08/04/2024;Sorveteria Tropical;despesa;Despesa com Energia Elétrica;672.99;21246584000150;Conta de luz referente a maio
20/03/2024;Restaurante Veggie Life;despesa;Despesa com Marketing;1360.32;2558157000162;Pagamento de campanha de Instagram
16/06/2024;Sorveteria Tropical;despesa;Despesa com Marketing;816.05;60746948000112;Pagamento de campanha de Google Ads
27/05/2024;Churrascaria Boi Feliz;despesa;Manutenção de Equipamentos;111.82;33050067000179;Serviço de manutenção de equipamentos
10/05/2024;Churrascaria Boi Feliz;despesa;Manutenção de Equipamentos;1285.27;21246584000150;Serviço de manutenção de equipamentos
12/05/2025;Sorveteria Tropical;despesa;Despesa com Energia Elétrica;530.79;33050067000179;Conta de luz referente a maio
16/12/2023;Pizzaria Massa Fina;despesa;Despesa com Insumos;1205.14;60746948000112;Compra de despesa com insumos
23/08/2024;Restaurante Veggie Life;despesa;Despesa com Marketing;1027.96;21246584000150;Pagamento de campanha de Instagram
26/02/2025;Churrascaria Boi Feliz;despesa;Despesa com Carnes;155.42;21246584000150;Compra de despesa com carnes
18/07/2025;Churrascaria Boi Feliz;despesa;Manutenção de Equipamentos;212.15;33050067000179;Serviço de manutenção de equipamentos
08/04/2024;Sorveteria Tropical;despesa;Despesa com Insumos;1101.46;61190096000180;Compra de despesa com insumos
05/09/2023;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;982.29;33592510000154;Conta de luz referente a março
11/02/2024;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;746.08;33592510000154;Conta de luz referente a fevereiro
25/05/2025;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;302.29;60746948000112;Conta de luz referente a novembro
29/09/2024;Restaurante Veggie Life;despesa;Despesa com Marketing;167.12;2558157000162;Pagamento de campanha de Google Ads
14/04/2024;Pizzaria Massa Fina;despesa;Manutenção de Fornos;692.51;61190096000180;Serviço de manutenção de fornos
09/02/2024;Sorveteria Tropical;despesa;Despesa com Marketing;690.65;33050067000179;Pagamento de campanha de Google Ads
29/12/2023;Sorveteria Tropical;despesa;Despesa com Energia Elétrica;114.23;02558157000162;Conta de luz referente a março
25/10/2024;Pizzaria Massa Fina;despesa;Despesa com Insumos;366.59;33050067000179;Compra de despesa com insumos
14/11/2024;Pizzaria Massa Fina;despesa;Despesa com Insumos;491.56;33000167000101;Compra de despesa com insumos
13/09/2023;Churrascaria Boi Feliz;despesa;Despesa com Marketing;1371.92;60746948000112;Pagamento de campanha de Instagram
04/05/2025;Churrascaria Boi Feliz;despesa;Manutenção de Equipamentos;831.38;61190096000180;Serviço de manutenção de equipamentos
14/01/2024;Sorveteria Tropical;despesa;Despesa com Insumos;237.37;21246584000150;Compra de despesa com insumos
17/10/2023;Churrascaria Boi Feliz;despesa;Despesa com Carnes;537.24;33592510000154;Compra de despesa com carnes
10/07/2025;Churrascaria Boi Feliz;despesa;Despesa com Marketing;930.8;33592510000154;Pagamento de campanha de Facebook Ads
19/10/2024;Sorveteria Tropical;despesa;Despesa com Insumos;147.09;61190096000180;Compra de despesa com insumos
29/08/2023;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;1376.38;33592510000154;Conta de luz referente a maio
14/06/2024;Churrascaria Boi Feliz;despesa;Despesa com Carnes;800.6;21246584000150;Compra de despesa com carnes
01/07/2024;Sorveteria Tropical;despesa;Despesa com Marketing;88.88;61190096000180;Pagamento de campanha de Google Ads
27/12/2023;Sorveteria Tropical;despesa;Despesa com Insumos;1034.51;2558157000162;Compra de despesa com insumos
03/09/2024;Churrascaria Boi Feliz;despesa;Despesa com Carnes;808.11;33592510000154;Compra de despesa com carnes
18/12/2023;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;897.11;2558157000162;Conta de luz referente a dezembro
18/03/2024;Sorveteria Tropical;despesa;Manutenção de Equipamentos;1221.15;61190096000180;Serviço de manutenção de equipamentos
