data;restaurante;tipo;subcategoria;valor;cnpj_fornecedor;descricao
26/05/2025;Churrascaria Boi Feliz;receita;Venda de Bebidas;1491.16;61190096000180;Venda de Bebidas realizada no balcão
05/05/2025;Sorveteria Tropical;receita;Publicidade na Sorveteria;745.94;61190096000180;Receita de Publicidade na Sorveteria
05/09/2024;Sorveteria Tropical;receita;Venda de Açaí;1143.27;33000167000101;Venda de Açaí realizada no balcão
06/08/2023;Sorveteria Tropical;Recita;Venda de Milkshake;1278.93;33050067000179;Venda de Milkshake realizada no balcão
01/10/2024;Pizzaria Massa Fina;receita;Venda de Sobremesas;1896.16;61190096000180;Venda de Sobremesas realizada no balcão
17/08/2024;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;517.26;33050067000179;Receita de Eventos de Alimentação Saudável contratados
17/02/2024;Churrascaria Boi Feliz;receita;Venda de Rodízio;1347.41;33000167000101;Venda de Rodízio realizada no balcão
08/07/2025;Pizzaria Massa Fina;receita;Delivery;1949.66;61190096000180;Delivery efetuada
20/07/2024;Restaurante Veggie Life;receita;Venda de Sucos Naturais;557.12;33000167000101;Venda de Sucos Naturais realizada no balcão
14/04/2025;Restaurante Veggie Life;receita;Venda de Sucos Naturais;1719.73;33592510000154;Venda de Sucos Naturais realizada no balcão
01/29/2024;Churrascaria Boi Feliz;receita;Eventos Corporativos;832.51;33000167000101;Receita de Eventos Corporativos contratados
07/11/2023;Churrascaria Boi Feliz;receita;Venda de Marmitex;572.94;61190096000180;Venda de Marmitex realizada no balcão
18/06/2024;Restaurante Veggie Life;receita;Venda de Sucos Naturais;975.19;21246584000150;Venda de Sucos Naturais realizada no balcão
21/07/2025;Churrascaria Boi Feliz;receita;Venda de Marmitex;889.84;21246584000150;Venda de Marmitex realizada no balcão
16/07/2025;Sorveteria Tropical;receita;Publicidade na Sorveteria;184.42;2558157000162;Receita de Publicidade na Sorveteria
01/06/2025;Restaurante Veggie Life;receita;Venda de Sucos Naturais;1431.54;33000167000101;Venda de Sucos Naturais realizada no balcão
10/09/2024;Sorveteria Tropical;receita;Venda de Milkshake;1521.29;21246584000150;Venda de Milkshake realizada no balcão
01/10/2024;Sorveteria Tropical;receita;Publicidade na Sorveteria;984.58;21246584000150;Receita de Publicidade na Sorveteria
30/06/2024;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;291.54;21246584000150;Receita de Eventos de Alimentação Saudável contratados
10/11/2024;Restaurante Veggie Life;receita;Venda de Sucos Naturais;1216.96;61190096000180;Venda de Sucos Naturais realizada no balcão
20/04/2024;Churrascaria Boi Feliz;receita;Eventos Corporativos;1441.13;2558157000162;Receita de Eventos Corporativos contratados
16/02/2025;Churrascaria Boi Feliz;receita;Eventos Corporativos;867.91;2558157000162;Receita de Eventos Corporativos contratados
11/03/2025;Pizzaria Massa Fina;receita;Venda de Pizza;1015.72;33000167000101;Venda de Pizza realizada no balcão
18/11/2023;Churrascaria Boi Feliz;receita;Venda de Marmitex;571.14;21246584000150;Venda de Marmitex realizada no balcão
20/07/2025;Pizzaria Massa Fina;receita;Venda de Pizza;500.58;21246584000150;Venda de Pizza realizada no balcão
17/06/2025;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;873.85;33050067000179;Receita de Eventos de Alimentação Saudável contratados
07/04/2024;Pizzaria Massa Fina;receita;Venda de Sobremesas;1708.11;61190096000180;Venda de Sobremesas realizada no balcão
16/08/2024;Churrascaria Boi Feliz;receita;Venda de Marmitex;1610.98;21246584000150;Venda de Marmitex realizada no balcão
25/03/2025;Pizzaria Massa Fina;receita;Venda de Bebidas;1128.06;61190096000180;Venda de Bebidas realizada no balcão
14/08/2023;Sorveteria Tropical;receita;Venda de Açaí;586.01;21246584000150;Venda de Açaí realizada no balcão
22/06/2025;Restaurante Veggie Life;receita;Venda de Salada;463.56;33000167000101;Venda de Salada realizada no balcão
16/01/2025;Pizzaria Massa Fina;receita;Venda de Pizza;1601.51;33592510000154;Venda de Pizza realizada no balcão
01/06/2025;Churrascaria Boi Feliz;receita;Venda de Rodízio;526.34;33050067000179;Venda de Rodízio realizada no balcão
28/01/2025;Churrascaria Boi Feliz;receita;Eventos Corporativos;1468.98;33050067000179;Receita de Eventos Corporativos contratados
13/11/2024;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;1096.72;33000167000101;Receita de Eventos de Alimentação Saudável contratados
23/05/2024;Sorveteria Tropical;receita;Publicidade na Sorveteria;1572.71;33592510000154;Receita de Publicidade na Sorveteria
08/07/2024;Pizzaria Massa Fina;receita;Venda de Sobremesas;1039.65;33000167000101;Venda de Sobremesas realizada no balcão
15/10/2024;Restaurante Veggie Life;receita;Venda de Prato Vegetariano;131.64;2558157000162;Venda de Prato Vegetariano realizada no balcão
24/03/2024;Churrascaria Boi Feliz;receita;Venda de Marmitex;1356.77;60746948000112;Venda de Marmitex realizada no balcão
13/11/2024;Pizzaria Massa Fina;receita;Venda de Bebidas;1930.23;60746948000112;Venda de Bebidas realizada no balcão
10/01/2025;Restaurante Veggie Life;receita;Venda de Prato Vegetariano;1966.3;33000167000101;Venda de Prato Vegetariano realizada no balcão
12/06/2025;Sorveteria Tropical;receita;Venda de Sorvete;1026.46;60746948000112;Venda de Sorvete realizada no balcão
03/06/2024;Churrascaria Boi Feliz;receita;Venda de Marmitex;1056.1;33050067000179;Venda de Marmitex realizada no balcão
08/11/2024;Pizzaria Massa Fina;receita;Venda de Bebidas;237.22;21246584000150;Venda de Bebidas realizada no balcão
29/05/2025;Restaurante Veggie Life;receita;Venda de Salada;64.57;33000167000101;Venda de Salada realizada no balcão
08/01/2024;Sorveteria Tropical;receita;Venda de Sorvete;187.44;21246584000150;Venda de Sorvete realizada no balcão
23/11/2023;Restaurante Veggie Life;receita;Venda de Salada;1854.06;33050067000179;Venda de Salada realizada no balcão
18/05/2024;Pizzaria Massa Fina;receita;Venda de Bebidas;1462.4;2558157000162;Venda de Bebidas realizada no balcão
11/12/2024;Pizzaria Massa Fina;receita;Venda de Pizza;1885.7;60746948000112;Venda de Pizza realizada no balcão
06/06/2024;Churrascaria Boi Feliz;receita;Venda de Bebidas;1260.19;61190096000180;Venda de Bebidas realizada no balcão
24/08/2024;Pizzaria Massa Fina;receita;Delivery;1127.17;21246584000150;Delivery efetuada
25/08/2024;Sorveteria Tropical;receita;Venda de Açaí;1926.51;33592510000154;Venda de Açaí realizada no balcão
20/03/2025;Pizzaria Massa Fina;receita;Venda de Sobremesas;1535.15;61190096000180;Venda de Sobremesas realizada no balcão
24/06/2025;Sorveteria Tropical;receita;Venda de Açaí;1287.26;33000167000101;Venda de Açaí realizada no balcão
04/07/2025;Pizzaria Massa Fina;receita;Venda de Bebidas;1077.1;2558157000162;Venda de Bebidas realizada no balcão
22/04/2024;Sorveteria Tropical;receita;Venda de Açaí;867.84;33000167000101;Venda de Açaí realizada no balcão
12/04/2025;Churrascaria Boi Feliz;receita;Venda de Marmitex;1512.75;33592510000154;Venda de Marmitex realizada no balcão
09/04/2024;Restaurante Veggie Life;receita;Venda de Prato Vegetariano;1467.7;33050067000179;Venda de Prato Vegetariano realizada no balcão
07/29/2025;Churrascaria Boi Feliz;receita;Venda de Bebidas;989.47;33592510000154;Venda de Bebidas realizada no balcão
20/04/2024;Restaurante Veggie Life;receita;Venda de Prato Vegetariano;1176.09;33050067000179;Venda de Prato Vegetariano realizada no balcão
16/05/2025;Restaurante Veggie Life;receita;Venda de Prato Vegetariano;365.95;33050067000179;Venda de Prato Vegetariano realizada no balcão
18/06/2025;Pizzaria Massa Fina;receita;Venda de Pizza;627.89;33592510000154;Venda de Pizza realizada no balcão
05/03/2025;Restaurante Veggie Life;receita;Venda de Sucos Naturais;61.23;33592510000154;Venda de Sucos Naturais realizada no balcão
31/12/2024;Churrascaria Boi Feliz;receita;Venda de Bebidas;1391.95;33050067000179;Venda de Bebidas realizada no balcão
26/02/2025;Churrascaria Boi Feliz;receita;Venda de Bebidas;349.73;33592510000154;Venda de Bebidas realizada no balcão
14/01/2024;Restaurante Veggie Life;receita;Venda de Sucos Naturais;605.6;33000167000101;Venda de Sucos Naturais realizada no balcão
20/06/2025;Sorveteria Tropical;receita;Publicidade na Sorveteria;619.38;21246584000150;Receita de Publicidade na Sorveteria
28/11/2024;Sorveteria Tropical;receita;Publicidade na Sorveteria;109.94;2558157000162;Receita de Publicidade na Sorveteria
02/03/2025;Restaurante Veggie Life;receita;Venda de Sucos Naturais;1965.03;33050067000179;Venda de Sucos Naturais realizada no balcão
14/06/2025;Churrascaria Boi Feliz;receita;Venda de Bebidas;1581.38;21246584000150;Venda de Bebidas realizada no balcão
30/09/2024;Sorveteria Tropical;receita;Venda de Açaí;516.0;33000167000101;Venda de Açaí realizada no balcão
12/08/2023;Churrascaria Boi Feliz;receita;Eventos Corporativos;1325.28;33050067000179;Receita de Eventos Corporativos contratados
10/02/2025;Sorveteria Tropical;receita;Publicidade na Sorveteria;235.91;33050067000179;Receita de Publicidade na Sorveteria
30/05/2025;Pizzaria Massa Fina;receita;Venda de Bebidas;1330.07;33000167000101;Venda de Bebidas realizada no balcão
12/11/2023;Pizzaria Massa Fina;receita;Delivery;680.02;33592510000154;Delivery efetuada
04/07/2024;Restaurante Veggie Life;receita;Venda de Prato Vegetariano;827.91;33050067000179;Venda de Prato Vegetariano realizada no balcão
05/07/2025;Pizzaria Massa Fina;receita;Venda de Sobremesas;881.11;33592510000154;Venda de Sobremesas realizada no balcão
10/09/2024;Churrascaria Boi Feliz;receita;Venda de Bebidas;539.18;21246584000150;Venda de Bebidas realizada no balcão
08/05/2025;Sorveteria Tropical;receita;Venda de Açaí;717.17;33050067000179;Venda de Açaí realizada no balcão
17/11/2024;Restaurante Veggie Life;receita;Venda de Sucos Naturais;444.96;61190096000180;Venda de Sucos Naturais realizada no balcão
12/04/2024;Pizzaria Massa Fina;receita;Venda de Sobremesas;65.45;61190096000180;Venda de Sobremesas realizada no balcão
23/07/2024;Pizzaria Massa Fina;receita;Delivery;971.1;33050067000179;Delivery efetuada
17/11/2024;Pizzaria Massa Fina;receita;Venda de Bebidas;1207.63;60746948000112;Venda de Bebidas realizada no balcão
16/05/2024;Pizzaria Massa Fina;receita;Venda de Bebidas;806.76;2558157000162;Venda de Bebidas realizada no balcão
13/11/2023;Pizzaria Massa Fina;receita;Venda de Bebidas;500.49;33000167000101;Venda de Bebidas realizada no balcão
09/07/2024;Sorveteria Tropical;Recita;Publicidade na Sorveteria;513.35;21246584000150;Receita de Publicidade na Sorveteria
01/03/2024;Sorveteria Tropical;receita;Venda de Milkshake;1221.47;61190096000180;Venda de Milkshake realizada no balcão
17/09/2024;Pizzaria Massa Fina;receita;Venda de Sobremesas;1991.86;61190096000180;Venda de Sobremesas realizada no balcão
23/10/2023;Restaurante Veggie Life;receita;Venda de Prato Vegetariano;180.72;02558157000162;Venda de Prato Vegetariano realizada no balcão
03/11/2024;Churrascaria Boi Feliz;receita;Venda de Bebidas;96.53;61190096000180;Venda de Bebidas realizada no balcão
04/03/2025;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;660.63;33000167000101;Receita de Eventos de Alimentação Saudável contratados
06/04/2024;Churrascaria Boi Feliz;receita;Venda de Marmitex;719.25;60746948000112;Venda de Marmitex realizada no balcão
07/04/2024;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;1062.44;2558157000162;Receita de Eventos de Alimentação Saudável contratados
29/12/2024;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;1787.11;60746948000112;Receita de Eventos de Alimentação Saudável contratados
23/12/2024;Restaurante Veggie Life;receita;Venda de Prato Vegetariano;799.12;21246584000150;Venda de Prato Vegetariano realizada no balcão
12/08/2024;Restaurante Veggie Life;receita;Venda de Prato Vegetariano;1416.32;2558157000162;Venda de Prato Vegetariano realizada no balcão
02/08/2024;Churrascaria Boi Feliz;receita;Venda de Bebidas;1192.47;61190096000180;Venda de Bebidas realizada no balcão
21/05/2024;Pizzaria Massa Fina;receita;Venda de Bebidas;1472.03;21246584000150;Venda de Bebidas realizada no balcão
04/07/2025;Churrascaria Boi Feliz;receita;Venda de Rodízio;817.56;21246584000150;Venda de Rodízio realizada no balcão
27/10/2024;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;902.67;61190096000180;Receita de Eventos de Alimentação Saudável contratados
20/04/2024;Restaurante Veggie Life;receita;Venda de Salada;1347.54;02558157000162;Venda de Salada realizada no balcão
17/01/2024;Pizzaria Massa Fina;receita;Delivery;181.93;21246584000150;Delivery efetuada
27/01/2024;Churrascaria Boi Feliz;receita;Venda de Bebidas;998.35;33000167000101;Venda de Bebidas realizada no balcão
20/06/2025;Churrascaria Boi Feliz;receita;Venda de Bebidas;968.65;21246584000150;Venda de Bebidas realizada no balcão
21/01/2024;Pizzaria Massa Fina;receita;Venda de Bebidas;165.74;02558157000162;Venda de Bebidas realizada no balcão
16/11/2023;Churrascaria Boi Feliz;receita;Venda de Marmitex;1775.98;33050067000179;Venda de Marmitex realizada no balcão
14/04/2024;Sorveteria Tropical;receita;Venda de Milkshake;284.01;60746948000112;Venda de Milkshake realizada no balcão
22/09/2023;Sorveteria Tropical;receita;Venda de Milkshake;1661.6;2558157000162;Venda de Milkshake realizada no balcão
24/10/2023;Sorveteria Tropical;receita;Venda de Milkshake;105.74;33050067000179;Venda de Milkshake realizada no balcão
30/04/2025;Sorveteria Tropical;receita;Venda de Açaí;1593.93;60746948000112;Venda de Açaí realizada no balcão
14/01/2024;Sorveteria Tropical;receita;Venda de Milkshake;1814.01;60746948000112;Venda de Milkshake realizada no balcão
11/03/2025;Churrascaria Boi Feliz;receita;Venda de Rodízio;684.36;60746948000112;Venda de Rodízio realizada no balcão
26/11/2023;Pizzaria Massa Fina;receita;Venda de Sobremesas;1416.47;33050067000179;Venda de Sobremesas realizada no balcão
05/03/2025;Sorveteria Tropical;receita;Venda de Açaí;1867.32;61190096000180;Venda de Açaí realizada no balcão
15/03/2025;Churrascaria Boi Feliz;receita;Venda de Marmitex;928.52;60746948000112;Venda de Marmitex realizada no balcão
07/02/2024;Sorveteria Tropical;receita;Publicidade na Sorveteria;283.97;33050067000179;Receita de Publicidade na Sorveteria
21/06/2024;Churrascaria Boi Feliz;receita;Venda de Marmitex;294.44;33050067000179;Venda de Marmitex realizada no balcão
11/01/2025;Restaurante Veggie Life;receita;Venda de Salada;1437.81;33592510000154;Venda de Salada realizada no balcão
10/11/2023;Churrascaria Boi Feliz;receita;Eventos Corporativos;913.1;33000167000101;Receita de Eventos Corporativos contratados
09/09/2023;Churrascaria Boi Feliz;receita;Venda de Rodízio;1636.49;33592510000154;Venda de Rodízio realizada no balcão
20/02/2025;Restaurante Veggie Life;receita;Venda de Sucos Naturais;1830.25;60746948000112;Venda de Sucos Naturais realizada no balcão
02/05/2025;Pizzaria Massa Fina;receita;Delivery;554.66;33592510000154;Delivery efetuada
30/09/2023;Pizzaria Massa Fina;receita;Venda de Bebidas;57.15;33050067000179;Venda de Bebidas realizada no balcão
13/05/2024;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;111.96;60746948000112;Receita de Eventos de Alimentação Saudável contratados
03/06/2025;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;232.02;61190096000180;Receita de Eventos de Alimentação Saudável contratados
10/02/2025;Sorveteria Tropical;receita;Venda de Sorvete;1687.63;21246584000150;Venda de Sorvete realizada no balcão
17/11/2023;Sorveteria Tropical;receita;Venda de Sorvete;617.12;33000167000101;Venda de Sorvete realizada no balcão
17/01/2025;Pizzaria Massa Fina;receita;Venda de Pizza;848.1;33000167000101;Venda de Pizza realizada no balcão
09/10/2024;Churrascaria Boi Feliz;receita;Venda de Rodízio;101.04;21246584000150;Venda de Rodízio realizada no balcão
07/09/2024;Churrascaria Boi Feliz;receita;Venda de Rodízio;1797.94;33050067000179;Venda de Rodízio realizada no balcão
29/12/2024;Restaurante Veggie Life;receita;Venda de Salada;1944.13;33592510000154;Venda de Salada realizada no balcão
18/01/2025;Pizzaria Massa Fina;receita;Venda de Sobremesas;680.59;33050067000179;Venda de Sobremesas realizada no balcão
24/08/2024;Pizzaria Massa Fina;receita;Venda de Pizza;1536.88;33000167000101;Venda de Pizza realizada no balcão
09/02/2025;Restaurante Veggie Life;receita;Venda de Sucos Naturais;1381.7;21246584000150;Venda de Sucos Naturais realizada no balcão
10/08/2023;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;582.68;33050067000179;Receita de Eventos de Alimentação Saudável contratados
21/01/2025;Restaurante Veggie Life;receita;Venda de Salada;1407.48;60746948000112;Venda de Salada realizada no balcão
02/10/2024;Sorveteria Tropical;receita;Publicidade na Sorveteria;683.8;33592510000154;Receita de Publicidade na Sorveteria
16/06/2025;Restaurante Veggie Life;receita;Venda de Salada;1986.53;2558157000162;Venda de Salada realizada no balcão
06/03/2024;Churrascaria Boi Feliz;receita;Venda de Bebidas;1187.55;2558157000162;Venda de Bebidas realizada no balcão
13/10/2023;Pizzaria Massa Fina;receita;Venda de Sobremesas;241.73;60746948000112;Venda de Sobremesas realizada no balcão
20/11/2024;Churrascaria Boi Feliz;receita;Venda de Marmitex;1068.13;33592510000154;Venda de Marmitex realizada no balcão
26/09/2024;Pizzaria Massa Fina;receita;Venda de Pizza;1073.73;60746948000112;Venda de Pizza realizada no balcão
20/04/2025;Sorveteria Tropical;receita;Venda de Açaí;1813.76;33050067000179;Venda de Açaí realizada no balcão
03/07/2024;Churrascaria Boi Feliz;receita;Venda de Marmitex;550.31;61190096000180;Venda de Marmitex realizada no balcão
13/06/2024;Sorveteria Tropical;receita;Venda de Açaí;199.11;60746948000112;Venda de Açaí realizada no balcão
02/11/2024;Pizzaria Massa Fina;receita;Delivery;1959.33;33050067000179;Delivery efetuada
19/04/2024;Pizzaria Massa Fina;receita;Venda de Bebidas;216.57;33050067000179;Venda de Bebidas realizada no balcão
25/05/2025;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;1720.22;60746948000112;Receita de Eventos de Alimentação Saudável contratados
08/04/2024;Churrascaria Boi Feliz;receita;Venda de Bebidas;132.35;2558157000162;Venda de Bebidas realizada no balcão
11/02/2025;Churrascaria Boi Feliz;receita;Venda de Marmitex;109.27;33592510000154;Venda de Marmitex realizada no balcão
16/10/2023;Pizzaria Massa Fina;receita;Venda de Bebidas;609.9;61190096000180;Venda de Bebidas realizada no balcão
28/06/2024;Churrascaria Boi Feliz;receita;Venda de Bebidas;473.0;33000167000101;Venda de Bebidas realizada no balcão
08/11/2024;Pizzaria Massa Fina;receita;Venda de Pizza;1610.18;61190096000180;Venda de Pizza realizada no balcão
23/12/2024;Pizzaria Massa Fina;receita;Venda de Sobremesas;984.58;33592510000154;Venda de Sobremesas realizada no balcão
21/09/2024;Sorveteria Tropical;receita;Publicidade na Sorveteria;1646.86;33592510000154;Receita de Publicidade na Sorveteria
04/07/2025;Sorveteria Tropical;receita;Publicidade na Sorveteria;132.21;2558157000162;Receita de Publicidade na Sorveteria
01/02/2025;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;729.58;33592510000154;Receita de Eventos de Alimentação Saudável contratados
08/05/2024;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;684.03;21246584000150;Receita de Eventos de Alimentação Saudável contratados
05/01/2024;Sorveteria Tropical;receita;Publicidade na Sorveteria;1657.03;33592510000154;Receita de Publicidade na Sorveteria
10/08/2023;Sorveteria Tropical;receita;Publicidade na Sorveteria;1834.7;33000167000101;Receita de Publicidade na Sorveteria
31/03/2024;Churrascaria Boi Feliz;receita;Venda de Rodízio;1124.76;61190096000180;Venda de Rodízio realizada no balcão
27/07/2024;Pizzaria Massa Fina;receita;Venda de Bebidas;560.81;33000167000101;Venda de Bebidas realizada no balcão
09/07/2024;Sorveteria Tropical;receita;Publicidade na Sorveteria;644.46;33000167000101;Receita de Publicidade na Sorveteria
19/06/2025;Churrascaria Boi Feliz;receita;Venda de Marmitex;1609.49;33592510000154;Venda de Marmitex realizada no balcão
23/07/2024;Restaurante Veggie Life;receita;Venda de Sucos Naturais;642.16;61190096000180;Venda de Sucos Naturais realizada no balcão
11/10/2023;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;775.72;33000167000101;Receita de Eventos de Alimentação Saudável contratados
16/02/2025;Churrascaria Boi Feliz;receita;Venda de Rodízio;982.12;33000167000101;Venda de Rodízio realizada no balcão
01/12/2023;Sorveteria Tropical;receita;Publicidade na Sorveteria;827.22;33000167000101;Receita de Publicidade na Sorveteria
26/11/2023;Pizzaria Massa Fina;receita;Venda de Sobremesas;971.64;21246584000150;Venda de Sobremesas realizada no balcão
08/03/2024;Churrascaria Boi Feliz;receita;Venda de Marmitex;1696.17;2558157000162;Venda de Marmitex realizada no balcão
26/12/2024;Churrascaria Boi Feliz;receita;Eventos Corporativos;938.15;2558157000162;Receita de Eventos Corporativos contratados
13/01/2024;Restaurante Veggie Life;receita;Venda de Sucos Naturais;1017.58;2558157000162;Venda de Sucos Naturais realizada no balcão
03/03/2025;Sorveteria Tropical;receita;Venda de Milkshake;1983.0;61190096000180;Venda de Milkshake realizada no balcão
03/08/2024;Pizzaria Massa Fina;receita;Venda de Bebidas;1311.93;21246584000150;Venda de Bebidas realizada no balcão
29/12/2023;Sorveteria Tropical;receita;Venda de Milkshake;1650.09;2558157000162;Venda de Milkshake realizada no balcão
20/08/2023;Sorveteria Tropical;receita;Venda de Açaí;1797.83;60746948000112;Venda de Açaí realizada no balcão
16/05/2025;Churrascaria Boi Feliz;receita;Venda de Bebidas;20.26;33050067000179;Venda de Bebidas realizada no balcão
13/08/2024;Pizzaria Massa Fina;receita;Delivery;1177.23;60746948000112;Delivery efetuada
16/07/2025;Pizzaria Massa Fina;receita;Delivery;769.35;21246584000150;Delivery efetuada
25/02/2024;Pizzaria Massa Fina;receita;Delivery;795.53;33592510000154;Delivery efetuada
30/05/2025;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;1927.75;33592510000154;Receita de Eventos de Alimentação Saudável contratados
19/09/2023;Pizzaria Massa Fina;receita;Venda de Pizza;1740.3;33000167000101;Venda de Pizza realizada no balcão
02/09/2024;Churrascaria Boi Feliz;receita;Venda de Bebidas;574.23;2558157000162;Venda de Bebidas realizada no balcão
17/02/2024;Restaurante Veggie Life;receita;Venda de Sucos Naturais;1694.41;60746948000112;Venda de Sucos Naturais realizada no balcão
06/05/2024;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;1148.99;60746948000112;Receita de Eventos de Alimentação Saudável contratados
30/06/2025;Churrascaria Boi Feliz;receita;Venda de Marmitex;1211.27;21246584000150;Venda de Marmitex realizada no balcão
14/08/2024;Pizzaria Massa Fina;receita;Delivery;1926.19;61190096000180;Delivery efetuada
25/09/2023;Restaurante Veggie Life;receita;Venda de Sucos Naturais;1729.21;60746948000112;Venda de Sucos Naturais realizada no balcão
13/06/2024;Sorveteria Tropical;receita;Venda de Milkshake;423.37;61190096000180;Venda de Milkshake realizada no balcão
13/11/2023;Sorveteria Tropical;receita;Publicidade na Sorveteria;1338.1;02558157000162;Receita de Publicidade na Sorveteria
16/04/2025;Churrascaria Boi Feliz;receita;Venda de Bebidas;784.29;2558157000162;Venda de Bebidas realizada no balcão
11/07/2024;Pizzaria Massa Fina;receita;Delivery;1332.81;33000167000101;Delivery efetuada
10/06/2025;Churrascaria Boi Feliz;receita;Venda de Bebidas;934.96;33592510000154;Venda de Bebidas realizada no balcão
14/01/2024;Churrascaria Boi Feliz;receita;Venda de Bebidas;1346.53;2558157000162;Venda de Bebidas realizada no balcão
26/09/2023;Sorveteria Tropical;receita;Venda de Milkshake;1407.94;21246584000150;Venda de Milkshake realizada no balcão
09/06/2024;Pizzaria Massa Fina;receita;Venda de Bebidas;187.51;33050067000179;Venda de Bebidas realizada no balcão
18/12/2023;Pizzaria Massa Fina;receita;Venda de Pizza;1763.32;21246584000150;Venda de Pizza realizada no balcão
05/08/2024;Churrascaria Boi Feliz;receita;Venda de Bebidas;225.49;33592510000154;Venda de Bebidas realizada no balcão
19/11/2023;Sorveteria Tropical;receita;Publicidade na Sorveteria;1068.29;33592510000154;Receita de Publicidade na Sorveteria
08/04/2025;Pizzaria Massa Fina;receita;Venda de Bebidas;1079.5;2558157000162;Venda de Bebidas realizada no balcão
30/08/2023;Sorveteria Tropical;receita;Venda de Milkshake;1505.53;33592510000154;Venda de Milkshake realizada no balcão
21/09/2023;Churrascaria Boi Feliz;receita;Venda de Marmitex;810.35;61190096000180;Venda de Marmitex realizada no balcão
24/05/2024;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;1823.93;33592510000154;Receita de Eventos de Alimentação Saudável contratados
20/09/2023;Restaurante Veggie Life;receita;Venda de Sucos Naturais;417.15;33000167000101;Venda de Sucos Naturais realizada no balcão
02/11/2023;Restaurante Veggie Life;receita;Venda de Prato Vegetariano;527.76;33592510000154;Venda de Prato Vegetariano realizada no balcão
06/08/2023;Sorveteria Tropical;receita;Venda de Milkshake;591.01;02558157000162;Venda de Milkshake realizada no balcão
14/08/2023;Sorveteria Tropical;receita;Venda de Milkshake;746.4;60746948000112;Venda de Milkshake realizada no balcão
29/09/2023;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;1494.29;33592510000154;Receita de Eventos de Alimentação Saudável contratados
05/08/2024;Sorveteria Tropical;receita;Venda de Sorvete;125.95;61190096000180;Venda de Sorvete realizada no balcão
23/03/2025;Pizzaria Massa Fina;receita;Venda de Bebidas;680.0;61190096000180;Venda de Bebidas realizada no balcão
17/07/2024;Churrascaria Boi Feliz;receita;Venda de Marmitex;1891.39;21246584000150;Venda de Marmitex realizada no balcão
24/07/2025;Churrascaria Boi Feliz;receita;Venda de Marmitex;1951.45;33592510000154;Venda de Marmitex realizada no balcão
14/07/2025;Pizzaria Massa Fina;receita;Venda de Pizza;945.32;33592510000154;Venda de Pizza realizada no balcão
08/05/2025;Sorveteria Tropical;receita;Venda de Sorvete;1152.26;21246584000150;Venda de Sorvete realizada no balcão
02/12/2023;Sorveteria Tropical;receita;Publicidade na Sorveteria;414.95;33050067000179;Receita de Publicidade na Sorveteria
28/11/2023;Sorveteria Tropical;receita;Venda de Sorvete;1508.82;21246584000150;Venda de Sorvete realizada no balcão
18/07/2024;Pizzaria Massa Fina;receita;Delivery;322.18;33592510000154;Delivery efetuada
09/24/2024;Pizzaria Massa Fina;receita;Venda de Bebidas;1011.52;33050067000179;Venda de Bebidas realizada no balcão
20/11/2024;Sorveteria Tropical;receita;Publicidade na Sorveteria;411.55;2558157000162;Receita de Publicidade na Sorveteria
13/01/2024;Sorveteria Tropical;receita;Publicidade na Sorveteria;1385.47;33592510000154;Receita de Publicidade na Sorveteria
10/04/2025;Sorveteria Tropical;receita;Publicidade na Sorveteria;428.89;33000167000101;Receita de Publicidade na Sorveteria
30/08/2024;Sorveteria Tropical;receita;Publicidade na Sorveteria;1338.65;33592510000154;Receita de Publicidade na Sorveteria
03/06/2025;Churrascaria Boi Feliz;receita;Venda de Bebidas;321.88;61190096000180;Venda de Bebidas realizada no balcão
14/06/2024;Pizzaria Massa Fina;receita;Venda de Bebidas;788.49;33000167000101;Venda de Bebidas realizada no balcão
18/06/2024;Sorveteria Tropical;receita;Venda de Açaí;312.12;33050067000179;Venda de Açaí realizada no balcão
18/01/2025;Sorveteria Tropical;receita;Publicidade na Sorveteria;1689.83;33050067000179;Receita de Publicidade na Sorveteria
28/04/2024;Sorveteria Tropical;receita;Venda de Açaí;1347.3;21246584000150;Venda de Açaí realizada no balcão
02/06/2024;Sorveteria Tropical;receita;Publicidade na Sorveteria;1395.86;33050067000179;Receita de Publicidade na Sorveteria
03/07/2024;Pizzaria Massa Fina;receita;Venda de Sobremesas;1000.37;33000167000101;Venda de Sobremesas realizada no balcão
